country,iso3,year,infant_0_2m,infant_3_11m,child_1_4y,child_5_9y,adolescent_10_17y,young_adult_18_39y,middle_adult_40_64y,elderly_65plus,births,total_population,source,source_type
United_Kingdom,GBR,1997,121400.5,607002.5,2980785.0,3797188.0,6046919.0,18195587.0,17359532.0,9338677.0,728403.0,58447091.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,1998,120055.16666666666,600275.8333333334,2939017.0,3851569.0,6023250.0,18157534.0,17586642.0,9348479.0,720331.0,58626822.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,1999,117838.16666666666,589190.8333333334,2912438.0,3874541.0,6004086.0,18151782.0,17830707.0,9358080.0,707029.0,58838663.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2000,115135.66666666666,575678.3333333334,2881488.0,3829930.0,6043080.0,18159804.0,18068152.0,9384068.0,690814.0,59057336.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2001,112716.5,563582.5,2840488.0,3773340.0,6098877.0,18157902.0,18308963.0,9432226.0,676299.0,59288095.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2002,112738.16666666666,563690.8333333334,2794986.0,3724889.0,6150973.0,18160478.0,18547295.0,9485714.0,676429.0,59540764.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2003,115411.16666666666,577055.8333333334,2760794.0,3693429.0,6151537.0,18208255.0,18776111.0,9537792.0,692467.0,59820385.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2004,118869.66666666666,594348.3333333334,2751172.0,3668835.0,6125677.0,18301766.0,19005721.0,9603576.0,713218.0,60169965.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2005,121681.66666666666,608408.3333333334,2772379.0,3635407.0,6118847.0,18401816.0,19267739.0,9669830.0,730090.0,60596108.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2006,124619.66666666666,623098.3333333334,2821735.0,3589292.0,6164610.0,18453892.0,19547681.0,9726166.0,747718.0,61051094.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2007,128561.83333333333,642809.1666666667,2892517.0,3541437.0,6206308.0,18501786.0,19808352.0,9814089.0,771371.0,61535860.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2008,131821.66666666666,659108.3333333334,2973977.0,3512655.0,6187424.0,18567422.0,20047759.0,9947137.0,790930.0,62027304.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2009,132941.66666666666,664708.3333333334,3054099.0,3511887.0,6143383.0,18611492.0,20274083.0,10113628.0,797650.0,62506222.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2010,133781.5,668907.5,3120703.0,3540512.0,6080906.0,18691984.0,20475449.0,10294241.0,802689.0,63006484.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2011,135475.66666666666,677378.3333333334,3173513.0,3605131.0,6012016.0,18763310.0,20607879.0,10534582.0,812854.0,63509285.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2012,136005.66666666666,680028.3333333334,3220889.0,3704435.0,5943169.0,18751766.0,20667962.0,10856233.0,816034.0,63960488.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2013,133926.3333333333,669631.6666666667,3259350.0,3815794.0,5892032.0,18741692.0,20719628.0,11157333.0,803558.0,64389387.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2014,131540.0,657700.0,3280941.0,3917583.0,5869574.0,18802330.0,20800171.0,11406075.0,789240.0,64865914.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2015,130910.0,654550.0,3281117.0,4008501.0,5874654.0,18917540.0,20896448.0,11618387.0,785460.0,65382107.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2016,130410.83333333333,652054.1666666667,3261890.0,4091789.0,5915624.0,19043356.0,20992646.0,11805589.0,782465.0,65893359.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2017,128210.83333333333,641054.1666666667,3231724.0,4156322.0,5992218.0,19136540.0,21075888.0,11992517.0,769265.0,66354474.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2018,124850.0,624250.0,3197327.0,4188756.0,6096955.0,19181899.0,21152272.0,12186165.0,749100.0,66752474.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2019,121214.0,606070.0,3155395.0,4197063.0,6221466.0,19175139.0,21247301.0,12387310.0,727284.0,67110958.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2020,118267.5,591337.5,3112573.0,4193756.0,6327590.0,19134510.0,21342478.0,12531348.0,709605.0,67351860.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2021,116776.5,583882.5,3049022.0,4175992.0,6442509.0,19180261.0,21453666.0,12666680.0,700659.0,67668789.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2022,115791.66666666666,578958.3333333334,2967956.0,4139827.0,6590487.0,19239597.0,21640139.0,12906559.0,694750.0,68179315.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2023,115173.0,575865.0,2900524.0,4093407.0,6718576.0,19226893.0,21839207.0,13213320.0,691038.0,68682965.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2024,115230.16666666666,576150.8333333334,2856855.0,4039489.0,6804037.0,19296288.0,21968350.0,13481785.0,691381.0,69138185.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2025,114974.16666666666,574870.8333333334,2842564.0,3969185.0,6850975.0,19419911.0,22075368.0,13703486.0,689845.0,69551334.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2026,114383.83333333333,571919.1666666667,2837659.0,3883641.0,6870158.0,19538560.0,22172406.0,13942801.0,686303.0,69931528.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2027,114049.33333333333,570246.6666666667,2832555.0,3801110.0,6868548.0,19688997.0,22222060.0,14196005.0,684296.0,70293571.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2028,113921.16666666666,569605.8333333334,2825464.0,3736972.0,6842689.0,19882709.0,22222545.0,14449067.0,683527.0,70642973.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2029,113925.66666666666,569628.3333333334,2814769.0,3695059.0,6779072.0,20065877.0,22228176.0,14704832.0,683554.0,70971339.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2030,114056.33333333333,570281.6666666667,2806186.0,3673271.0,6675826.0,20208837.0,22263447.0,14975086.0,684338.0,71286991.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2031,114257.0,571285.0,2801934.0,3660303.0,6560781.0,20321950.0,22312440.0,15244476.0,685542.0,71587426.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2032,114549.83333333333,572749.1666666667,2800534.0,3648493.0,6457178.0,20398212.0,22364152.0,15512783.0,687299.0,71868651.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2033,115014.83333333333,575074.1666666667,2802397.0,3636013.0,6360751.0,20485155.0,22384037.0,15784436.0,690089.0,72142878.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2034,115649.83333333333,578249.1666666667,2807143.0,3621449.0,6264944.0,20584452.0,22377864.0,16055934.0,693899.0,72405685.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2035,116498.33333333333,582491.6666666667,2814881.0,3609645.0,6173837.0,20677469.0,22379238.0,16302752.0,698990.0,72656812.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2036,117428.16666666666,587140.8333333334,2826530.0,3602765.0,6097167.0,20750070.0,22381749.0,16535407.0,704569.0,72898257.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2037,118384.33333333333,591921.6666666667,2841573.0,3599658.0,6038599.0,20787767.0,22369061.0,16779006.0,710306.0,73125970.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2038,119444.83333333333,597224.1666666667,2859947.0,3600570.0,6001537.0,20808227.0,22372838.0,16988399.0,716669.0,73348187.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2039,120562.0,602810.0,2881175.0,3605524.0,5977355.0,20825124.0,22400610.0,17151795.0,723372.0,73564955.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2040,121608.16666666666,608040.8333333334,2904039.0,3614941.0,5957681.0,20843810.0,22437519.0,17286992.0,729649.0,73774631.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2041,122647.66666666666,613238.3333333334,2927831.0,3629049.0,5939452.0,20872493.0,22476579.0,17399061.0,735886.0,73980351.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2042,123594.5,617972.5,2952225.0,3647456.0,5921338.0,20911121.0,22514013.0,17493839.0,741567.0,74181559.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2043,124303.66666666666,621518.3333333334,2976277.0,3670023.0,5908703.0,20938207.0,22557274.0,17584256.0,745822.0,74380562.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2044,124657.33333333333,623286.6666666667,2997942.0,3695884.0,5904010.0,20927384.0,22602816.0,17696587.0,747944.0,74572567.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2045,124690.66666666666,623453.3333333334,3015260.0,3723171.0,5906862.0,20879679.0,22629787.0,17850755.0,748144.0,74753658.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2046,124626.0,623130.0,3026562.0,3751460.0,5916803.0,20797034.0,22668884.0,18017284.0,747756.0,74925783.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2047,124347.5,621737.5,3031969.0,3780000.0,5933316.0,20684400.0,22735524.0,18177811.0,746085.0,75089105.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2048,123770.5,618852.5,3031656.0,3806700.0,5956258.0,20548613.0,22825295.0,18330831.0,742623.0,75241976.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2049,123025.0,615125.0,3025686.0,3828880.0,5985264.0,20402482.0,22927933.0,18472003.0,738150.0,75380398.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
United_Kingdom,GBR,2050,122206.5,611032.5,3014922.0,3845018.0,6019248.0,20253997.0,23005788.0,18632475.0,733239.0,75504687.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1950,397525.49999999994,1987627.4999999998,10372027.944539307,14707185.47927054,29735597.652141243,75191251.38553832,85616029.7180748,30177350.97764269,2385153.0,83760113.78002529,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1951,376137.5,1880687.5,9813983.407326458,13915897.164355805,28135738.114617247,71145748.68285914,81009644.35761319,28553723.857596755,2256825.0,88143454.14778942,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1952,348870.0,1744350.0,9102534.023632266,12907085.955877332,26096081.768094167,65988148.863086164,75136976.84235291,26483766.288125433,2093220.0,88459620.50458522,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1953,326859.4166666667,1634297.0833333333,8528245.366907239,12092764.027874539,24449651.916200574,61824885.614416555,70396504.20153154,24812877.003104337,1961156.5,90122535.72905657,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1954,307579.1666666667,1537895.8333333335,8025195.143015429,11379455.792713007,23007455.738514625,58178060.12894198,66244070.06341485,23349255.496592946,1845475.0,90508827.85679254,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1955,296505.75,1482528.75,7736273.332695855,10969774.41930196,22179144.944277488,56083542.78029355,63859161.49675948,22508639.281352215,1779034.5,90425663.31198536,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1956,287492.0833333334,1437460.4166666667,7501093.444740417,10636297.277546313,21504907.026532542,54378623.53300304,61917866.276195884,21824384.855924215,1724952.5,92110455.49207027,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1957,273613.3333333333,1368066.6666666665,7138976.3407174675,10122827.448641181,20466752.427859865,51753482.30264916,58928766.27519033,20770807.387608446,1641680.0,93847824.84422341,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1958,272252.9166666667,1361264.5833333335,7103481.058822637,10072496.337188566,20364990.899003815,51496161.87522399,58635770.04284223,20667534.08507607,1633517.5,89738916.66208866,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1959,276935.0,1384675.0,7225643.534366961,10245718.603465155,20715218.862175476,52381769.72912192,59644161.67006909,21022965.050024413,1661610.0,93580198.24284749,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1960,273020.3333333333,1365101.6666666667,7123504.094104076,10100888.325266186,20422394.99819128,51641317.392293416,58801050.42897967,20725790.982045177,1638122.0,94470703.57554786,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1961,269093.0833333333,1345465.4166666665,7021036.336072976,9955592.503555464,20128629.8790244,50898484.94002593,57955229.08491417,20427661.67555554,1614558.5,95547313.29151379,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1962,268804.5833333333,1344022.9166666665,7013508.94459243,9944918.916550934,20107049.578081086,50843915.67082251,57893094.14118436,20405760.77672754,1612827.5,95174524.96164285,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1963,274157.3333333333,1370786.6666666667,7153170.104895689,10142953.727083001,20507444.572446227,51856378.948911436,59045928.87272593,20812104.0564557,1644944.0,95647400.86056517,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1964,283177.1666666667,1415885.8333333335,7388510.89030045,10476659.015990105,21182143.767565463,53562464.610390574,60988552.22322482,21496826.61201463,1699063.0,96155234.8613469,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1965,297443.75,1487218.75,7760747.139311978,11004477.45087995,22249308.972994406,56260963.83579724,64061180.828539595,22579845.66991604,1784662.5,96301667.3861429,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1966,274645.4166666666,1373227.0833333333,7165904.920580713,10161011.265813658,20543954.053273782,51948699.055706486,59151048.56233467,20849155.923710346,1647872.5,113427347.19162995,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1967,283752.25,1418761.25,7403515.664594859,10497935.279398037,21225160.99945738,53671240.61465772,61112409.31354238,21540482.90976507,1702513.5,88695675.95728055,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1968,319640.75,1598203.75,8339899.682444277,11825696.205609817,23909683.11524334,60459487.47014219,68841802.478351,24264886.402273424,1917844.5,104400898.2035928,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1969,314187.8333333333,1570939.1666666665,8197625.025734429,11623955.545401422,23501795.48028494,59428077.8426649,67667394.60921174,23850939.17095911,1885127.0,104358226.3064659,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1970,317547.5,1587737.5,8285283.695558136,11748252.579969494,23753104.380582687,60063552.902516276,68390974.15612423,24105981.527154844,1905285.0,104142388.63077343,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1971,330247.0833333333,1651235.4166666665,8616634.598122472,12218096.973832995,24703055.265116733,62465656.82517849,71126114.17625837,25070044.923137795,1981482.5,103862171.08711606,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1972,344618.0,1723090.0,8991593.058033377,12749775.41187988,25778024.78504049,65183890.517668545,74221213.30426227,26160984.23676788,2067708.0,106281572.8604472,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1973,355282.6666666667,1776413.3333333335,9269849.976610584,13144334.328833034,26575760.369535577,67201093.52043517,76518088.39344949,26970571.01562752,2131696.0,107950372.20843673,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1974,355079.0,1775395.0,9264536.012203174,13136799.30669581,26560525.749227818,67162570.32750243,76474224.21018095,26955110.0691412,2130474.0,112610285.95591731,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1975,337831.6666666666,1689158.3333333333,8814527.589341953,12498702.554773884,25270395.268108077,63900267.46542982,72759624.25816728,25645813.35376471,2026990.0,116507069.77813542,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1976,317703.8333333333,1588519.1666666667,8289362.66332749,11754036.418565825,23764798.38536884,60093123.07843356,68424644.04475425,24117849.25858215,1906223.0,116545793.5925654,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1977,302419.3333333333,1512096.6666666665,7890567.46372819,11188558.288337924,22621491.245791245,57202086.70013264,65132784.261605956,22957557.0986634,1814516.0,117444401.2944984,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1978,291527.0,1457635.0,7606370.385265123,10785576.425198643,21806725.799315467,55141820.94650993,62786876.05102363,22130687.461456537,1749162.0,117196783.91959798,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1979,282641.6666666667,1413208.3333333333,7374538.903687514,10456847.210648939,21142087.437738266,53461175.724226154,60873220.291275725,21456175.203618117,1695850.0,118865213.42959276,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1980,270874.6666666667,1354373.3333333335,7067520.478898679,10021505.448838498,20261895.405849125,51235468.3040641,58338933.002302855,20562907.000813715,1625248.0,120469053.44303611,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1981,258408.5,1292042.5,6742259.7622202495,9560296.732964506,19329404.493279908,48877514.7346771,55654064.49498997,19616562.962894663,1550451.0,120892865.49707603,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1982,250082.08333333334,1250410.4166666667,6525011.242705037,9252245.666317571,18706574.06885661,47302587.62000378,53860783.971404925,18984479.742733706,1500492.5,119847643.76996805,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1983,246528.6666666667,1232643.3333333335,6432297.348966753,9120780.494896373,18440772.332136795,46630465.08733381,53095476.01774149,18714729.243910853,1479172.0,119712852.05568144,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1984,243291.41666666666,1216457.0833333333,6347832.710941116,9001012.489591634,18198620.411066588,46018144.92536222,52398261.64481487,18468979.90342232,1459748.5,120690243.90243903,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1985,235843.50000000003,1179217.5,6153505.555085036,8725463.142818114,17641503.31204608,44609384.54550767,50794185.79390449,17903586.248670023,1415061.0,122963242.96141815,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1986,226228.16666666666,1131140.8333333333,5902627.29437121,8369726.238447586,16922259.682917327,42790661.10305577,48723308.16614007,17173657.50506231,1357369.0,123195589.03612271,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1987,218895.08333333334,1094475.4166666667,5711296.309936328,8098425.361602502,16373732.316623537,41403621.24687606,47143964.248349175,16616981.19247783,1313370.5,123147726.20721988,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1988,212842.6666666667,1064213.3333333335,5553379.812004342,7874505.098589199,15921001.040710133,40258817.245438784,45840440.61225664,16157524.121137919,1277056.0,123781719.49210042,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1989,204787.74999999997,1023938.7499999999,5343215.128839104,7576498.672745486,15318479.287711827,38735243.879773185,44105633.70122841,15546051.278903484,1228726.5,125585292.313982,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1990,197653.5,988267.5,5157072.0,7312554.0,14784825.0,37385813.0,42569113.0,15004469.0,1185921.0,123399767.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1991,196079.3333333333,980396.6666666667,4992229.0,7150217.0,14201736.0,37532594.0,43173636.0,15662983.0,1176476.0,123889871.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1992,195959.16666666666,979795.8333333334,4871957.0,6995554.0,13587844.0,37727606.0,43673385.0,16351606.0,1175755.0,124383707.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1993,194185.16666666666,970925.8333333334,4782377.0,6823366.0,13068688.0,37930104.0,44035715.0,17034594.0,1165111.0,124839955.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1994,196473.16666666666,982365.8333333334,4722235.0,6622026.0,12657843.0,38116574.0,44264800.0,17724545.0,1178839.0,125286862.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1995,197404.16666666666,987020.8333333334,4710497.0,6417024.0,12296936.0,38239808.0,44400245.0,18423725.0,1184425.0,125672660.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1996,196319.3333333333,981596.6666666667,4708979.0,6248630.0,11947638.0,38308348.0,44433704.0,19150090.0,1177916.0,125975305.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1997,197329.3333333333,986646.6666666667,4702302.0,6114927.0,11617232.0,38381133.0,44360785.0,19905571.0,1183976.0,126265926.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1998,197951.66666666666,989758.3333333334,4717080.0,5999504.0,11321512.0,38382750.0,44288155.0,20652472.0,1187710.0,126549183.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,1999,197811.16666666666,989055.8333333334,4724737.0,5938488.0,11047564.0,38273134.0,44241177.0,21389599.0,1186867.0,126801566.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2000,197806.66666666666,989033.3333333334,4726148.0,5921767.0,10774721.0,38132591.0,44129751.0,22155978.0,1186840.0,127027796.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2001,197613.8333333333,988069.1666666667,4735002.0,5909045.0,10502590.0,37989956.0,43987384.0,22950485.0,1185683.0,127260145.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2002,194853.3333333333,974266.6666666667,4738782.0,5906485.0,10240209.0,37827344.0,43890912.0,23711748.0,1169120.0,127484600.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2003,191292.5,956462.5,4723042.0,5922778.0,10001839.0,37603433.0,43894106.0,24378303.0,1147755.0,127671256.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2004,187744.16666666666,938720.8333333334,4685605.0,5929247.0,9826353.0,37278011.0,43890619.0,25079470.0,1126465.0,127815770.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2005,182848.5,914242.5,4625987.0,5934096.0,9696491.0,36832216.0,43784199.0,25943251.0,1097091.0,127913331.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2006,180812.8333333333,904064.1666666667,4538298.0,5945375.0,9593788.0,36528808.0,43454252.0,26851850.0,1084877.0,127997248.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2007,182119.5,910597.5,4454984.0,5933351.0,9539693.0,36181993.0,43183808.0,27701139.0,1092717.0,128087685.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2008,182002.0,910010.0,4401245.0,5896294.0,9531309.0,35584204.0,43131886.0,28519042.0,1092012.0,128155992.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2009,180417.5,902087.5,4368377.0,5836503.0,9536489.0,34965718.0,43223106.0,29179774.0,1082505.0,128192472.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2010,178477.3333333333,892386.6666666667,4354733.0,5745970.0,9546835.0,34285848.0,43572756.0,29608267.0,1070864.0,128185273.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2011,176465.8333333333,882329.1666666667,4337261.0,5646364.0,9575170.0,33518532.0,43661995.0,30298314.0,1058795.0,128096431.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2012,173677.66666666666,868388.3333333334,4297336.0,5571088.0,9575310.0,32706927.0,43376907.0,31358650.0,1042066.0,127928284.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2013,171427.66666666666,857138.3333333334,4242878.0,5514595.0,9542384.0,31859860.0,43078147.0,32457212.0,1028566.0,127723642.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2014,168215.8333333333,841079.1666666667,4186172.0,5468453.0,9491159.0,31013846.0,42882798.0,33434878.0,1009295.0,127486601.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2015,165872.5,829362.5,4122785.0,5440340.0,9419148.0,30279836.0,42752040.0,34266485.0,995235.0,127275869.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2016,163415.3333333333,817076.6666666667,4069695.0,5423972.0,9343310.0,29720698.0,42637502.0,34984281.0,980492.0,127159950.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2017,158701.3333333333,793506.6666666667,4028055.0,5395477.0,9271410.0,29299322.0,42568284.0,35549930.0,952208.0,127064686.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2018,153967.16666666666,769835.8333333334,3965950.0,5356624.0,9199230.0,28943937.0,42550001.0,35973889.0,923803.0,126913434.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2019,147919.3333333333,739596.6666666667,3890505.0,5308061.0,9120788.0,28640803.0,42579262.0,36272489.0,887516.0,126699424.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2020,142045.0,710225.0,3777202.0,5244538.0,9031132.0,28332312.0,42542117.0,36524966.0,852270.0,126304537.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2021,137410.3333333333,687051.6666666667,3631203.0,5161023.0,8930222.0,27989620.0,42423080.0,36719732.0,824462.0,125679342.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2022,133090.0,665450.0,3495529.0,5059642.0,8840793.0,27711817.0,42338664.0,36752601.0,798540.0,124997586.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2023,128321.16666666666,641605.8333333334,3372193.0,4940486.0,8775116.0,27487483.0,42259437.0,36766305.0,769927.0,124370947.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2024,125408.0,627040.0,3260887.0,4806617.0,8703348.0,27262617.0,42112517.0,36854608.0,752448.0,123753042.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2025,125321.0,626605.0,3168034.0,4654826.0,8610718.0,27081308.0,41912892.0,36923776.0,751926.0,123103480.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
Japan,JPN,2026,124890.0,624450.0,3098341.0,4493347.0,8498320.0,26947104.0,41672257.0,36969021.0,749340.0,122427730.0,UN WPP 2024 one-year age population (annual 1990-2050),derived
