country,iso3,year,source_sheet,source_age_group,normalized_age_group,age_start_years,age_end_years_exclusive,reported_cases,total_reported_cases_known_age,reported_case_share_known_age,wpp_population_denominator,reported_incidence_per_100k,model_age_groups,model_age_alignment,target_role,target_strength,age_group_note,source,source_type
Australia,AUS,2020,AU,40-44,40-44,40.0,45.0,189.0,3459.0,0.05464006938421509,1632944.0,11.574187479791101,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,45-49,45-49,45.0,50.0,237.0,3459.0,0.06851691240242845,1683374.0,14.078867797649245,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,50-54,50-54,50.0,55.0,172.0,3459.0,0.04972535414859786,1580646.0,10.881626879136757,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,55-59,55-59,55.0,60.0,146.0,3459.0,0.042208730847065626,1570177.0,9.298314775977484,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,60-64,60-64,60.0,65.0,118.0,3459.0,0.03411390575310783,1444073.0,8.171332058697862,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,65-69,65-69,65.0,70.0,94.0,3459.0,0.027175484244001156,1266261.0,7.423430082739656,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,70-74,70-74,70.0,75.0,77.0,3459.0,0.022260769008383925,1113196.0,6.917020901979525,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,75-79,75-79,75.0,80.0,72.0,3459.0,0.020815264527320035,771155.0,9.33664438407324,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,80-84,80-84,80.0,85.0,37.0,3459.0,0.010696733159872795,528269.0,7.004007428033824,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,85+,85+,85.0,inf,36.0,3459.0,0.010407632263660017,527323.0,6.826935293928011,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2020,AU,Unknow,Unknow,,,0.0,3459.0,0.0,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,00-04,00-04,0.0,5.0,45.0,550.0,0.08181818181818182,1527956.0,2.945110984871292,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,05-09,05-09,5.0,10.0,22.0,550.0,0.04,1624340.0,1.3543962470911262,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,10-14,10-14,10.0,15.0,34.0,550.0,0.06181818181818182,1629766.0,2.086189060270002,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,15-19,15-19,15.0,20.0,20.0,550.0,0.03636363636363636,1503469.0,1.3302568925598066,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,20-24,20-24,20.0,25.0,34.0,550.0,0.06181818181818182,1663376.0,2.044035744173296,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,25-29,25-29,25.0,30.0,36.0,550.0,0.06545454545454546,1865334.0,1.9299492744999018,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,30-34,30-34,30.0,35.0,50.0,550.0,0.09090909090909091,1925360.0,2.596916940208584,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,35-39,35-39,35.0,40.0,46.0,550.0,0.08363636363636363,1880189.0,2.4465625530199357,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,40-44,40-44,40.0,45.0,40.0,550.0,0.07272727272727272,1669055.0,2.3965657213213465,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,45-49,45-49,45.0,50.0,23.0,550.0,0.04181818181818182,1660483.0,1.3851391432492834,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,50-54,50-54,50.0,55.0,44.0,550.0,0.08,1620399.0,2.715380594532581,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,55-59,55-59,55.0,60.0,33.0,550.0,0.06,1562201.0,2.1124042296733903,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,60-64,60-64,60.0,65.0,30.0,550.0,0.05454545454545454,1476998.0,2.03114696160726,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,65-69,65-69,65.0,70.0,36.0,550.0,0.06545454545454546,1290974.0,2.7885921792383113,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,70-74,70-74,70.0,75.0,23.0,550.0,0.04181818181818182,1143886.0,2.010689876438736,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,75-79,75-79,75.0,80.0,20.0,550.0,0.03636363636363636,818733.0,2.442798812311217,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,80-84,80-84,80.0,85.0,8.0,550.0,0.014545454545454545,548451.0,1.458653553371222,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,85+,85+,85.0,inf,6.0,550.0,0.01090909090909091,545447.0,1.1000152168771669,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2021,AU,Unknow,Unknow,,,0.0,550.0,0.0,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,00-04,00-04,0.0,5.0,45.0,484.0,0.09297520661157024,1523962.0,2.952829532494905,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,05-09,05-09,5.0,10.0,21.0,484.0,0.04338842975206612,1613877.0,1.3012144048152368,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,10-14,10-14,10.0,15.0,30.0,484.0,0.06198347107438017,1640054.0,1.8292080626613514,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,15-19,15-19,15.0,20.0,19.0,484.0,0.03925619834710744,1537177.0,1.236032024939223,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,20-24,20-24,20.0,25.0,29.0,484.0,0.05991735537190083,1637503.0,1.7709891218519904,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,25-29,25-29,25.0,30.0,27.0,484.0,0.05578512396694215,1858853.0,1.452508616872878,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,30-34,30-34,30.0,35.0,23.0,484.0,0.047520661157024795,1941399.0,1.1847126736956184,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,35-39,35-39,35.0,40.0,34.0,484.0,0.07024793388429752,1908182.0,1.7818006877750656,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,40-44,40-44,40.0,45.0,36.0,484.0,0.0743801652892562,1720349.0,2.092598652947745,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,45-49,45-49,45.0,50.0,32.0,484.0,0.06611570247933884,1637766.0,1.9538810794704493,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,50-54,50-54,50.0,55.0,31.0,484.0,0.0640495867768595,1660551.0,1.8668502201979944,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,55-59,55-59,55.0,60.0,26.0,484.0,0.05371900826446281,1547392.0,1.6802465050872695,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,60-64,60-64,60.0,65.0,25.0,484.0,0.05165289256198347,1500094.0,1.6665622287669972,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,65-69,65-69,65.0,70.0,28.0,484.0,0.05785123966942149,1315492.0,2.1284812070312853,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,70-74,70-74,70.0,75.0,32.0,484.0,0.06611570247933884,1155308.0,2.7698241507892267,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,75-79,75-79,75.0,80.0,17.0,484.0,0.03512396694214876,877684.0,1.936915792016261,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,80-84,80-84,80.0,85.0,16.0,484.0,0.03305785123966942,567841.0,2.8176901632675344,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,85+,85+,85.0,inf,13.0,484.0,0.026859504132231406,557503.0,2.3318260170797287,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2022,AU,Unknow,Unknow,,,0.0,484.0,0.0,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,00-04,00-04,0.0,5.0,243.0,2454.0,0.09902200488997555,1526421.0,15.91959230120655,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,05-09,05-09,5.0,10.0,365.0,2454.0,0.1487367563162184,1597753.0,22.84458236035232,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,10-14,10-14,10.0,15.0,736.0,2454.0,0.29991850040749796,1645038.0,44.74060781574651,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,15-19,15-19,15.0,20.0,241.0,2454.0,0.09820700896495517,1580835.0,15.245107806950125,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,20-24,20-24,20.0,25.0,98.0,2454.0,0.03993480032599837,1617504.0,6.058717629137238,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,25-29,25-29,25.0,30.0,58.0,2454.0,0.023634881825590873,1849062.0,3.1367255397601594,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,30-34,30-34,30.0,35.0,68.0,2454.0,0.027709861450692746,1955984.0,3.476511055305156,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,35-39,35-39,35.0,40.0,75.0,2454.0,0.030562347188264057,1931107.0,3.8837827215167255,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,40-44,40-44,40.0,45.0,85.0,2454.0,0.03463732681336593,1778991.0,4.77798932091281,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,45-49,45-49,45.0,50.0,91.0,2454.0,0.037082314588427055,1628309.0,5.588619850409228,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,50-54,50-54,50.0,55.0,109.0,2454.0,0.044417277913610435,1686576.0,6.462798000208706,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,55-59,55-59,55.0,60.0,58.0,2454.0,0.023634881825590873,1538982.0,3.76872504031886,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,60-64,60-64,60.0,65.0,57.0,2454.0,0.023227383863080684,1516297.0,3.7591580013678056,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,65-69,65-69,65.0,70.0,50.0,2454.0,0.020374898125509373,1341030.0,3.7284773644139206,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,70-74,70-74,70.0,75.0,39.0,2454.0,0.01589242053789731,1165541.0,3.346085637485082,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,75-79,75-79,75.0,80.0,50.0,2454.0,0.020374898125509373,933739.0,5.3548154248671205,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,80-84,80-84,80.0,85.0,17.0,2454.0,0.0069274653626731865,589786.0,2.882401413394011,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,85+,85+,85.0,inf,14.0,2454.0,0.0057049714751426246,568171.0,2.4640469154532703,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2023,AU,Unknow,Unknow,,,0.0,2454.0,0.0,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
