country,iso3,year,source_sheet,source_age_group,normalized_age_group,age_start_years,age_end_years_exclusive,reported_cases,total_reported_cases_known_age,reported_case_share_known_age,wpp_population_denominator,reported_incidence_per_100k,model_age_groups,model_age_alignment,target_role,target_strength,age_group_note,source,source_type
Australia,AUS,2024,AU,10-14,10-14,10.0,15.0,20279.0,57232.0,0.35432974559686886,1646867.0,1231.3684104423733,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,15-19,15-19,15.0,20.0,5006.0,57232.0,0.087468549063461,1623893.0,308.27154252158243,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,20-24,20-24,20.0,25.0,2038.0,57232.0,0.03560944925915572,1611825.0,126.44052549129093,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,25-29,25-29,25.0,30.0,1084.0,57232.0,0.01894045289348616,1829364.0,59.255566415431815,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,30-34,30-34,30.0,35.0,1023.0,57232.0,0.017874615599664523,1960691.0,52.175483031237455,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,35-39,35-39,35.0,40.0,1313.0,57232.0,0.022941710930947722,1948739.0,67.37690373107942,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,40-44,40-44,40.0,45.0,1658.0,57232.0,0.028969807100922562,1833063.0,90.44970085588983,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,45-49,45-49,45.0,50.0,1789.0,57232.0,0.03125873637126083,1632300.0,109.59995098940146,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,50-54,50-54,50.0,55.0,1460.0,57232.0,0.025510204081632654,1695087.0,86.131272318176,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,55-59,55-59,55.0,60.0,972.0,57232.0,0.016983505731059546,1545437.0,62.89483168838328,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,60-64,60-64,60.0,65.0,859.0,57232.0,0.015009085826111266,1530425.0,56.128199683094564,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,65-69,65-69,65.0,70.0,756.0,57232.0,0.013209393346379647,1368244.0,55.25330277348192,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,70-74,70-74,70.0,75.0,629.0,57232.0,0.010990355046128041,1183954.0,53.127064058231994,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,75-79,75-79,75.0,80.0,508.0,57232.0,0.00887615320100643,978953.0,51.892174598780535,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,80-84,80-84,80.0,85.0,256.0,57232.0,0.004473022085546547,618882.0,41.36491285899412,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,85+,85+,85.0,inf,234.0,57232.0,0.004088621750069891,586218.0,39.91689098594721,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2024,AU,Unknow,Unknow,,,0.0,57232.0,0.0,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,00-04,00-04,0.0,5.0,3468.0,25277.0,0.13719982592870988,1548468.0,223.96329791768383,infant_0_2m;infant_3_11m;child_1_4y,exact_union,under5_aggregate_not_infant,secondary_under5_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,05-09,05-09,5.0,10.0,5037.0,25277.0,0.19927206551410373,1572794.0,320.2580884718533,child_5_9y,exact_union,exact_model_age_distribution,secondary_age_distribution_constraint,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,10-14,10-14,10.0,15.0,5078.0,25277.0,0.20089409344463346,1647640.0,308.1983928528076,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,15-19,15-19,15.0,20.0,2247.0,25277.0,0.08889504292439768,1659895.0,135.37000834390128,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,20-24,20-24,20.0,25.0,1272.0,25277.0,0.050322427503263836,1624462.0,78.30284734268946,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,25-29,25-29,25.0,30.0,770.0,25277.0,0.030462475768485184,1804451.0,42.67225876457715,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,30-34,30-34,30.0,35.0,731.0,25277.0,0.02891957115163983,1953143.0,37.426855074103635,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,35-39,35-39,35.0,40.0,791.0,25277.0,0.03129327056217114,1962664.0,40.30236454125617,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,40-44,40-44,40.0,45.0,887.0,25277.0,0.035091189619021246,1877271.0,47.2494381471828,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,45-49,45-49,45.0,50.0,916.0,25277.0,0.036238477667444716,1650908.0,55.48461816164196,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,50-54,50-54,50.0,55.0,810.0,25277.0,0.032044942042172724,1686602.0,48.02555671106758,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,55-59,55-59,55.0,60.0,665.0,25277.0,0.026308501800055388,1570008.0,42.356472068932135,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,60-64,60-64,60.0,65.0,571.0,25277.0,0.022589706056889664,1535305.0,37.19130726468031,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,65-69,65-69,65.0,70.0,541.0,25277.0,0.021402856351624006,1396532.0,38.73881873097072,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,70-74,70-74,70.0,75.0,471.0,25277.0,0.018633540372670808,1206237.0,39.04705294233223,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,75-79,75-79,75.0,80.0,422.0,25277.0,0.016695019187403567,1017492.0,41.47452756385308,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,80-84,80-84,80.0,85.0,282.0,25277.0,0.011156387229497172,652987.0,43.18615837681302,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,85+,85+,85.0,inf,318.0,25277.0,0.012580606875815959,607165.0,52.374560457206854,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
Australia,AUS,2025,AU,Unknow,Unknow,,,8.0,25277.0,0.0003164932547375084,,,,unknown_age,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,0-0,0-0,0.0,1.0,4322.0,6658.0,0.6491438870531692,17993665.0,24.01956466345239,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,1-1,1-1,1.0,2.0,986.0,6658.0,0.14809252027635927,18336831.0,5.377155954592154,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,2-2,2-2,2.0,3.0,361.0,6658.0,0.05422048663262241,18544989.0,1.9466174932754072,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,3-3,3-3,3.0,4.0,253.0,6658.0,0.03799939921898468,18282865.0,1.383809375609348,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,4-4,4-4,4.0,5.0,197.0,6658.0,0.02958846500450586,17594432.0,1.1196724054519065,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,5-5,5-5,5.0,6.0,165.0,6658.0,0.02478221688194653,17667408.0,0.9339230746241893,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,6-6,6-6,6.0,7.0,88.0,6658.0,0.01321718233703815,17532593.0,0.501922334020986,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,7-7,7-7,7.0,8.0,57.0,6658.0,0.008561129468308802,17080588.0,0.3337121649442045,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,8-8,8-8,8.0,9.0,44.0,6658.0,0.006608591168519075,16621167.000000002,0.2647226876428111,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,9-9,9-9,9.0,10.0,40.0,6658.0,0.006007810153199159,16288228.0,0.2455761301966058,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,10-14,10-14,10.0,15.0,64.0,6658.0,0.009612496245118654,79803110.0,0.08019737576643317,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,15-19,15-19,15.0,20.0,3.0,6658.0,0.0004505857614899369,83812404.0,0.003579422444439131,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,20-24,20-24,20.0,25.0,5.0,6658.0,0.0007509762691498949,99770691.0,0.005011491801735642,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,25-29,25-29,25.0,30.0,17.0,6658.0,0.0025533193151096424,122893011.0,0.013833170708137341,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,30-34,30-34,30.0,35.0,14.0,6658.0,0.0021027335536197055,103833013.0,0.013483187664023582,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,35-39,35-39,35.0,40.0,8.0,6658.0,0.0012015620306398318,94024327.0,0.008508436332652506,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,40-44,40-44,40.0,45.0,3.0,6658.0,0.0004505857614899369,118283150.0,0.0025362868675715858,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,45-49,45-49,45.0,50.0,7.0,6658.0,0.0010513667768098527,121673158.0,0.005753117709002014,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,50-54,50-54,50.0,55.0,7.0,6658.0,0.0010513667768098527,99924319.0,0.007005301682366232,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,55-59,55-59,55.0,60.0,8.0,6658.0,0.0012015620306398318,78224482.0,0.01022697727803426,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,60-64,60-64,60.0,65.0,6.0,6658.0,0.0009011715229798738,77590498.0,0.007732905645224755,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,65-69,65-69,65.0,70.0,2.0,6658.0,0.00030039050765995795,52002244.0,0.003845987876984693,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,70-74,70-74,70.0,75.0,0.0,6658.0,0.0,34914102.0,0.0,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,75-79,75-79,75.0,80.0,1.0,6658.0,0.00015019525382997898,26022306.0,0.003842856970477559,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,80-84,80-84,80.0,85.0,0.0,6658.0,0.0,16859259.0,0.0,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2015,CN,85+,85+,85.0,inf,0.0,6658.0,0.0,10561331.0,0.0,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,0-0,0-0,0.0,1.0,3508.0,5584.0,0.6282234957020058,17787595.0,19.721609357532596,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,1-1,1-1,1.0,2.0,767.0,5584.0,0.1373567335243553,17961953.0,4.270136994568464,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,2-2,2-2,2.0,3.0,316.0,5584.0,0.05659025787965616,18320726.0,1.7248224770131926,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,3-3,3-3,3.0,4.0,256.0,5584.0,0.045845272206303724,18531681.0,1.3814181239143928,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,4-4,4-4,4.0,5.0,217.0,5584.0,0.03886103151862464,18271911.0,1.1876152417773926,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,5-5,5-5,5.0,6.0,127.0,5584.0,0.022743553008595988,17585177.0,0.7221991567102225,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,6-6,6-6,6.0,7.0,95.0,5584.0,0.017012893982808024,17658773.0,0.5379762229233028,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,7-7,7-7,7.0,8.0,72.0,5584.0,0.012893982808022923,17524091.0,0.4108629657310042,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,8-8,8-8,8.0,9.0,34.0,5584.0,0.0060888252148997134,17072060.0,0.19915581365107668,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,9-9,9-9,9.0,10.0,39.0,5584.0,0.006984240687679083,16612616.999999998,0.23476132628591873,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,10-14,10-14,10.0,15.0,43.0,5584.0,0.007700573065902579,79681710.0,0.05396470532572657,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,15-19,15-19,15.0,20.0,5.0,5584.0,0.0008954154727793697,82512610.0,0.006059679847722669,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,20-24,20-24,20.0,25.0,6.0,5584.0,0.0010744985673352436,93682893.0,0.00640458445278798,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,25-29,25-29,25.0,30.0,23.0,5584.0,0.0041189111747851,123260212.0,0.018659711537734495,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,30-34,30-34,30.0,35.0,21.0,5584.0,0.0037607449856733523,106777096.0,0.01966713910256559,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,35-39,35-39,35.0,40.0,10.0,5584.0,0.0017908309455587394,94067944.0,0.010630613974086645,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,40-44,40-44,40.0,45.0,6.0,5584.0,0.0010744985673352436,112196690.0,0.005347751346318683,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,45-49,45-49,45.0,50.0,5.0,5584.0,0.0008954154727793697,123427936.0,0.0040509467808000936,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,50-54,50-54,50.0,55.0,12.0,5584.0,0.002148997134670487,110535304.0,0.010856260005400627,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,55-59,55-59,55.0,60.0,7.0,5584.0,0.0012535816618911176,73442375.0,0.009531282178714946,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,60-64,60-64,60.0,65.0,6.0,5584.0,0.0010744985673352436,79844931.0,0.0075145659528467745,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,65-69,65-69,65.0,70.0,4.0,5584.0,0.0007163323782234957,56127289.0,0.0071266581216848,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,70-74,70-74,70.0,75.0,2.0,5584.0,0.00035816618911174784,36154589.0,0.0055318012327563735,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,75-79,75-79,75.0,80.0,0.0,5584.0,0.0,26466237.0,0.0,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,80-84,80-84,80.0,85.0,2.0,5584.0,0.00035816618911174784,17493999.0,0.011432491793328673,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2016,CN,85+,85+,85.0,inf,1.0,5584.0,0.00017908309455587392,11054232.0,0.009046309142055278,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,0-0,0-0,0.0,1.0,6973.0,10390.0,0.671126082771896,18169918.0,38.37661788016875,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,1-1,1-1,1.0,2.0,1187.0,10390.0,0.11424446583253128,17761628.0,6.682945955179334,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,2-2,2-2,2.0,3.0,456.0,10390.0,0.043888354186718,17950011.0,2.5403884153608596,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,3-3,3-3,3.0,4.0,477.0,10390.0,0.04590952839268527,18310908.0,2.605004623473615,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,4-4,4-4,4.0,5.0,353.0,10390.0,0.03397497593840231,18523476.0,1.9056898392072847,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,5-5,5-5,5.0,6.0,227.0,10390.0,0.02184793070259865,18264871.0,1.2428229030470568,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,6-6,6-6,6.0,7.0,166.0,10390.0,0.015976900866217517,17578693.0,0.9443250416854087,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,7-7,7-7,7.0,8.0,128.0,10390.0,0.01231953801732435,17652109.0,0.7251258192434683,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,8-8,8-8,8.0,9.0,75.0,10390.0,0.007218479307025986,17517088.0,0.428153355169535,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,9-9,9-9,9.0,10.0,55.0,10390.0,0.0052935514918190565,17064858.0,0.32229978122290853,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,10-14,10-14,10.0,15.0,81.0,10390.0,0.007795957651588066,80417700.0,0.10072409432251854,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,15-19,15-19,15.0,20.0,6.0,10390.0,0.0005774783445620789,81306185.0,0.007379512395028742,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,20-24,20-24,20.0,25.0,5.0,10390.0,0.00048123195380173246,90307630.0,0.005536630736516948,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,25-29,25-29,25.0,30.0,30.0,10390.0,0.0028873917228103944,118834311.0,0.025245234097414842,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,30-34,30-34,30.0,35.0,37.0,10390.0,0.00356111645813282,110082535.0,0.033611144583470934,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,35-39,35-39,35.0,40.0,37.0,10390.0,0.00356111645813282,96528718.0,0.03833056189558014,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,40-44,40-44,40.0,45.0,10.0,10390.0,0.0009624639076034649,106041017.0,0.009430313177777237,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
