country,strategy,strategy_label,age_group,cases_averted_per_100k_aged_under_18,overall_cases_averted_per_100k_aged_under_18,age_group_sum_averted_per_100k_aged_under_18,component_sum_difference_per_100k,median_cases_averted_per_100k_aged_under_18,q25_cases_averted_per_100k_aged_under_18,q75_cases_averted_per_100k_aged_under_18
United_States,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Children,1.381820172000287,9.264340184875778,8.65219324851146,-0.6121469363643168,1.2052059898062124,0.7381294984966297,5.004931305160067
United_States,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,Adolescent,0.2990866854419144,9.264340184875778,8.65219324851146,-0.6121469363643168,0.23864102772660734,-0.20365589189149458,0.5935870947208336
United_States,targeted_pep_high_risk,Targeted high-risk PEP,Infant,1.8580173696085631,15.135083656544225,14.936723317980737,-0.19836033856348756,2.59050328650614,1.8580173696085631,3.663302940607838
United_States,targeted_pep_high_risk,Targeted high-risk PEP,Children,7.7669639654528115,15.135083656544225,14.936723317980737,-0.19836033856348756,6.566048758937892,2.226775312147632,12.001565326422266
United_States,targeted_pep_high_risk,Targeted high-risk PEP,Adolescent,5.311741982919363,15.135083656544225,14.936723317980737,-0.19836033856348756,1.8772264609040694,0.2465744121545304,4.10305081029637
United_States,timeliness_only,Routine schedule timeliness,Infant,17.790578583844486,104.68317331271771,102.27935424573644,-2.4038190669812707,40.19504223659523,13.258427446510106,46.36439750895068
United_States,timeliness_only,Routine schedule timeliness,Children,57.840078539003706,104.68317331271771,102.27935424573644,-2.4038190669812707,57.840078539003706,10.034084641622028,86.92721763652101
United_States,timeliness_only,Routine schedule timeliness,Adolescent,26.648697122888258,104.68317331271771,102.27935424573644,-2.4038190669812707,13.408138164727305,5.698983141400128,26.648697122888258
United_States,cocooning_adjunct,Close-contact adult adjuncts,Infant,5.209344156941537,23.34169243922406,22.836319223073055,-0.5053732161510069,4.940747553292972,2.8621433754145125,6.251143853296631
United_States,cocooning_adjunct,Close-contact adult adjuncts,Children,10.649677307393754,23.34169243922406,22.836319223073055,-0.5053732161510069,4.73210724043629,-0.19711560985058643,10.649677307393754
United_States,cocooning_adjunct,Close-contact adult adjuncts,Adolescent,6.977297758737766,23.34169243922406,22.836319223073055,-0.5053732161510069,0.524503949400817,-0.5327813731640745,7.34865831288373
United_States,maternal_immunization,Infant-exposure package,Infant,11.570654796170375,31.608730101210085,30.54179055359598,-1.0669395476141048,16.47149438222303,11.570654796170375,22.289785931662433
United_States,maternal_immunization,Infant-exposure package,Children,11.841361752010338,31.608730101210085,30.54179055359598,-1.0669395476141048,7.056807642418881,0.9743370803231518,11.841361752010338
United_States,maternal_immunization,Infant-exposure package,Adolescent,7.129774005415267,31.608730101210085,30.54179055359598,-1.0669395476141048,0.2795110630772242,-2.1636221637094915,7.555055713400444
