config_key,year,native_cases,native_intervals,age_known_cases,who_cases,national_reference_cases,national_reference_source,native_to_national_ratio,reconciliation_status,model_use_contract
United_Kingdom,2012,,,,11980.0,11980.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2013,,,,6090.0,6090.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2014,,,,4046.0,4046.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2015,3016.0,53.0,2675.0,5207.0,5207.0,WHO_JRF,0.5792202803917803,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2016,4453.0,52.0,4125.0,7085.0,7085.0,WHO_JRF,0.6285109386026817,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2017,3264.0,52.0,3025.0,5097.0,5097.0,WHO_JRF,0.6403766921718658,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2018,2594.0,52.0,2397.0,3423.0,3423.0,WHO_JRF,0.7578147823546597,moderate_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2019,3972.0,52.0,3691.0,4613.0,4613.0,WHO_JRF,0.8610448731844786,compatible_scale,notification_index_with_static_source_scale
United_Kingdom,2020,1395.0,53.0,1282.0,1226.0,1226.0,WHO_JRF,1.1378466557911908,compatible_scale,notification_index_with_static_source_scale
United_Kingdom,2021,502.0,52.0,468.0,54.0,54.0,WHO_JRF,9.296296296296296,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2022,448.0,52.0,503.0,79.0,79.0,WHO_JRF,5.670886075949367,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2023,1746.0,52.0,1556.0,942.0,942.0,WHO_JRF,1.8535031847133758,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_Kingdom,2024,29317.0,52.0,19198.0,26277.0,26277.0,WHO_JRF,1.1156905278380334,compatible_scale,notification_index_with_static_source_scale
United_Kingdom,2025,1258.0,13.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2000,,,,7867.0,7867.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2001,,,,7580.0,7580.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2002,,,,9771.0,9771.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2003,,,,11647.0,11647.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2004,,,,25827.0,25827.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2005,,,,25616.0,25616.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2006,,,,15632.0,15632.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2007,,,,10454.0,10454.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2008,,,,13213.0,13213.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2009,,,,0.0,0.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2010,,,,27550.0,27550.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2011,,,,18719.0,18719.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2012,,,,48277.0,48277.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2013,,,,28639.0,28639.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2014,,,,32971.0,32971.0,WHO_JRF,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2015,7753.0,52.0,20724.0,20679.0,20679.0,WHO_JRF,0.37492141786353306,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2016,6128.0,52.0,17942.0,17972.0,17972.0,WHO_JRF,0.34097484976630316,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2017,5857.0,52.0,18933.0,18975.0,18975.0,WHO_JRF,0.30866930171277995,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2018,4017.0,51.0,15586.0,15609.0,15609.0,WHO_JRF,0.2573515279646358,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2019,4882.0,53.0,18597.0,,18597.0,age_known_total,0.26251545948271227,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2020,1883.0,52.0,6115.0,18617.0,18617.0,WHO_JRF,0.10114411559327496,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2021,510.0,51.0,2114.0,6126.0,6126.0,WHO_JRF,0.0832517140058766,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2022,866.0,52.0,2387.0,2115.0,2115.0,WHO_JRF,0.4094562647754137,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2023,2510.0,52.0,5609.0,3044.0,3044.0,WHO_JRF,0.8245729303547963,compatible_scale,notification_index_with_static_source_scale
United_States,2024,11150.0,53.0,35427.0,,35427.0,age_known_total,0.31473170180935445,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2025,8981.0,52.0,28775.0,,28775.0,age_known_total,0.31211120764552563,material_scale_mismatch,shape_only_with_static_source_scale_no_absolute_burden_claim
United_States,2026,1662.0,18.0,,,,none,,no_national_comparator,shape_only_with_static_source_scale_no_absolute_burden_claim
